t;"counter Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)";GW[0] Received RSSI (position=240,240);GW[1] Received RSSI (position=200,140);"SF Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)";"TP Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)";"X Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)";"Y Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)";"Z Vector LoRaNetworkTest.loRaNodes[0].SimpleLoRaApp($0=""avg"", #0 - General-0-20210614-19:37:04-10600)"
128712.93863145482;287;none;none;10;2;160.59591385895;48.541563562378;1.6400017786312
128980.12029887866;288;none;none;10;2;69.57332857108;180.38477421812;1.5889092210472
129048.54196772999;289;-130.51138738294;-131.87005081399;10;2;176.47193768793;216.09800427152;1.4728907848908
129357.63655404084;290;-124.77938013696;none;10;2;268.58632630464;255.23976832969;1.5048060275094
129548.75644366373;291;none;none;10;2;96.040021617638;342.29018939107;1.642516489213
129669.23191922954;292;none;none;10;2;133.17947514776;214.38687365628;1.3028314313491
129860.70778673288;293;none;none;10;2;333.26800010281;268.77494715573;1.07521599426
129940.57326302984;294;none;none;10;2;417.31698946476;302.49619680959;1.0048301662925
130149.65806026319;295;none;-128.92908807307;10;2;255.96119590208;143.12044744536;1.4004380590281
130253.45568521914;296;none;-131.87662249796;10;2;175.85805896288;64.000279559033;1.596832824325
130340.4048371444;297;none;-124.41094628343;10;2;170.65365952062;148.72976509335;1.423596470961
130456.30148407867;298;-126.00184945656;none;10;2;267.22442441833;266.98039998598;1.1610912600762
130547.27264807333;299;-132.40820285684;none;10;2;324.77379463425;242.83954517267;1.5795089475437
130616.89500085298;300;none;none;10;2;352.20572660277;184.71717788819;1.5124025224868
130928.76043658627;301;none;none;10;2;285.49677978357;360.73128033237;1.552586273341
131257.30039549345;302;none;none;10;2;422.44564458602;170.99138356816;1.10335156708
131340.327082178;303;none;none;10;2;315.47702452738;103.70681730375;1.2925843296919
131391.17761159296;304;none;-131.97873400799;10;2;245.32787000562;73.28891518059;1.4090920974108
131516.26330754969;305;-123.56424278127;none;10;2;229.56921318173;264.69992173807;1.4424683526957
131603.61890153785;306;none;none;10;2;245.32793388718;402.91351856578;1.4254895375058
131767.24240661128;307;none;none;10;2;340.08064966211;139.47514372697;1.2392250848529
131934.58267324376;308;none;none;10;2;311.74123205643;318.35551527998;1.2611568284327
132183.02554886043;309;-125.14979616997;none;10;2;273.70496026547;244.04233526862;1.0774098958076
132327.95248605938;310;none;none;10;2;458.10016390351;285.4276456531;1.1939232878148
132453.47078988807;311;none;none;10;2;381.61175187769;169.63461399822;1.3945550713874
132582.31740523082;312;none;none;10;2;303.09513157729;50.771151428109;1.6005069162976
132719.66762674358;313;none;-126.51570757471;10;2;237.34328487205;122.22476001646;1.7429972773027
132779.78767964707;314;-126.50214464739;-130.71575196716;10;2;213.5256378665;208.29892992098;1.7840594255591
133116.33373960228;315;none;none;10;2;238.91237441924;387.97495541286;1.3894023253237
133259.53206633411;316;none;none;10;2;40.904572127934;329.61146238431;1.3187021770788
133351.01452651582;317;none;none;10;2;19.038896068942;166.95321062402;1.232141964679
133534.56532649712;318;-123.97711400998;-131.92943294837;10;2;223.19353946303;216.77854308667;1.4702606171212
133693.28434342065;319;none;none;10;2;372.11303896084;299.01750414219;1.6331044846006
133889.76397592971;320;-130.48873076275;none;10;2;282.48706507518;292.60891637145;1.2182253618827
133958.11900112998;321;none;none;10;2;289.18588759675;157.12006403146;1.3568430658502
134150.85317071223;322;-131.1007031805;-125.34996706459;10;2;216.2562281312;171.19033034998;1.5129032414397
134204.4680317342;323;-129.23218213175;none;10;2;181.96861433446;235.49951770501;1.5205166843051
134366.98060383001;324;none;-127.47583816716;10;2;155.07690983237;126.87007471697;1.6312332740239
134472.58058558314;325;none;-124.09174062994;10;2;197.37995274635;110.77617807343;1.7217727166272
134550.65793867576;326;-125.46033312104;-132.25634874822;10;2;251.09231850045;205.89785191591;1.7809472182399
134688.51254976397;327;none;none;10;2;338.80893320548;377.9461894943;1.9141359819082
134778.99899652931;328;none;none;10;2;309.69223617829;391.20515632347;1.9085083437089
134909.9981206767;329;-131.0354693533;none;10;2;174.63697167797;270.86027362677;1.7037982498479
135455.09094874489;330;-125.55428090098;none;10;2;204.02480241363;240.85452266029;1.1058030666214
135514.30530263062;331;none;none;10;2;232.8276949496;333.74460186996;1.0937709024508
135615.84748636414;332;none;none;10;2;322.70357626722;441.75418435008;1.250239472898
135724.26971105476;333;none;none;10;2;428.23447591307;454.121577562;1.6055591166712
135778.32025510926;334;none;none;10;2;384.8495032319;413.29375026048;1.6344523422653
135914.43382968069;335;none;none;10;2;172.34450630822;309.20947860524;1.7082776123513
135991.19411362805;336;none;none;10;2;34.946094488621;250.29609915327;1.7500918646999
136349.15680126544;337;-132.57495775033;none;10;2;326.41403064942;240.97249777438;1.3185751115512
136484.88662664817;338;none;none;10;2;419.82358204167;372.61639956353;1.2366384337322
136595.13136756608;339;none;none;10;2;335.33293241973;300.26978983715;1.3524734780987
136669.59406984883;340;-122.63331504605;none;10;2;249.47486363306;219.21893928808;1.4634569050786
136906.86752366358;341;none;-131.04519421756;10;2;248.2245008471;86.219214828122;1.1999845715277
137003.13547893131;342;none;-130.95020505452;10;2;256.61800484305;96.323616852206;1.5001888418165
137075.49115259242;343;-132.00268665414;-126.53595981758;10;2;186.52431327943;179.22002484704;1.7468221332113
137357.865689726;344;none;none;10;2;70.361728104445;93.909430664095;1.4075941312363
137434.42668680553;345;none;none;10;2;82.39163245642;169.8629026855;1.4887725581335
137565.78951072917;346;none;-130.93384138377;10;2;147.7423315582;188.67333342012;1.6756590238044
137634.94072928182;347;none;-123.77183795883;10;2;215.07607433438;116.43979745558;1.8091004850948
137740.61932085466;348;none;none;10;2;301.49434885522;37.892017003064;1.9828860366794
138030.77888401924;349;none;none;10;2;246.53997480958;386.75380165243;1.9256268856135
138109.08306188262;350;none;none;10;2;278.82736893683;364.87674179376;1.5702427515057
138203.60938711473;351;none;none;10;2;327.13207038888;266.86923556833;1.4900969618541
138389.01741225128;352;none;none;10;2;421.87900230486;74.633071376019;1.3328955415531
138478.44139362036;353;none;none;10;2;332.07538707887;139.32596445196;1.277200248078
138537.68393742265;354;-126.45570121703;-132.25600688132;10;2;255.35568793484;202.19527278242;1.2428609685108
138623.19221177718;355;none;none;10;2;144.62159952876;292.93827131301;1.1932970512663
138816.43127681048;356;none;none;10;2;87.904347335891;204.50501926519;1.7724236500388
139034.82010915546;357;-124.40677008585;none;10;2;252.7297327177;267.85825735618;1.474736398634
139147.99688108627;358;none;none;10;2;342.39276861771;408.42586371238;1.1791411060666
139314.68603486332;359;none;none;10;2;119.18034655012;340.19826482073;1.5573991079183
139563.45274041748;360;-130.07035816021;none;10;2;279.9607686661;189.45966278309;1.5973850122922
139700.31123577907;361;none;none;10;2;324.99906710325;153.98230246842;1.5811462597406
139761.80917404126;362;-130.46440171614;-130.58990217414;10;2;258.84814631447;175.15092638287;1.6019461115514
139823.647605295;363;-130.08839647991;-129.04960479237;10;2;192.33097056576;196.4367537075;1.6228611250077
139933.79526478715;364;none;none;10;2;73.849452257425;234.35142930044;1.6601153006676
140060.32198154554;365;none;-132.73806427757;10;2;142.99461246029;207.19365923945;1.5559259311772
140224.76339180618;366;none;none;10;2;417.03398152701;94.349462316362;1.7021406903234
140298.70546929411;367;none;none;10;2;302.74937180942;62.67427788476;1.6832497119901
140432.05130755101;368;none;-131.23649130866;10;2;165.57859760256;74.513235570698;1.5852022161147
140552.31729980849;369;-126.79590429939;none;10;2;197.26323932508;240.66648936197;1.352527726052
140630.65121581093;370;none;none;10;2;217.90067819429;348.88856263231;1.2009777856378
140702.37037579352;371;none;none;10;2;236.79542845605;447.97203225332;1.0622251868072
140842.62918880237;372;none;none;10;2;180.88739669018;339.15208562886;1.7293591490658
140940.3399917097;373;-128.80414426729;none;10;2;295.09651544135;244.09761650623;1.5670874190394
141128.16140614001;374;none;none;10;2;290.14717231289;150.18694008323;1.0632614225858
141320.20186866823;375;none;none;10;2;288.79315085756;352.95871400071;1.1789355560093
141490.85430798331;376;none;none;10;2;319.75009722991;390.73815506174;1.6087653140828
141590.64557255323;377;-130.07091112037;none;10;2;237.47412765734;304.33229490227;1.4158543673856
141649.35639954057;378;-128.40873491942;none;10;2;189.10572257871;252.95969550621;1.3005990328969
141777.17148390746;379;none;none;10;2;129.61125018595;220.46719502741;1.1773411974129
141850.48162589492;380;none;none;10;2;168.80103807777;328.83079283038;1.3109669708554
142065.58920118958;381;-125.31240847541;none;10;2;205.69769213034;232.80573955907;1.6317146282325
142193.32055924921;382;none;-127.87195815324;10;2;239.68612183249;110.78286890184;1.8072886777205
142462.16301884768;383;-130.51602409227;none;10;2;259.51353885061;305.06326817402;1.521597193279
142511.83862897146;384;none;none;10;2;261.59078077265;355.50595249805;1.4545466883834
142670.35185956648;385;none;none;10;2;394.27710771146;267.06727487045;1.547298750277
142758.94424169778;386;-131.3317337116;none;10;2;313.64619666634;226.7990612928;1.6072024872873
142822.21343119525;387;-126.01432418157;-131.15665147791;10;2;240.09338627102;201.37040096653;1.6477281156184
142976.18088408467;388;none;none;10;2;61.100436315867;139.4890003682;1.7463484365114
143146.34865962012;389;none;none;10;2;143.11636780342;348.89585580466;1.6413394779806
143293.73814738449;390;none;none;10;2;370.4958700025;255.0614110403;1.5616454048816
143406.20095051339;391;none;none;10;2;455.25008504093;261.57678603502;1.4971049481541
143459.05290761743;392;none;none;10;2;424.6003025753;245.52142127797;1.5033800879381
143519.10029084144;393;none;none;10;2;374.19744443194;162.88680956571;1.5665958038809
143644.11529500243;394;-132.33104501005;none;10;2;322.56023660412;256.08278452165;1.792423569142
143777.07414320502;395;none;none;10;2;433.79523394195;418.76724347698;1.9461278065623
143914.15675387935;396;-129.15973501159;none;10;2;257.63692683296;294.97055344432;1.6363844453991
144144.20112442147;397;none;none;10;2;403.52728716614;405.25484232752;1.0774424812842
144303.25950350454;398;-129.70677063521;none;10;2;279.80547177627;286.98131343461;1.2687008037985
144547.61813587381;399;none;none;10;2;70.043778529346;80.171903982411;1.6558967437738
144650.36975957071;400;none;none;10;2;48.144172609615;200.19052747941;1.5100222345162
144792.69000802441;401;none;none;10;2;31.420826330046;122.65907180885;1.8494203385418
144860.50152650647;402;none;none;10;2;64.660091400422;103.06114808472;1.9605651412572
145055.04499140206;403;-127.85059205087;-132.60190488588;10;2;264.95912558638;197.60397299796;1.9390141555472
145261.05013930517;404;-128.91704780343;none;10;2;275.09094839038;196.26503711474;1.7262281606108
145325.11987148111;405;-131.5969963248;-124.64617110963;10;2;218.54332069367;165.86096521824;1.6038985967079
145454.63515439336;406;none;none;10;2;88.97106298114;65.371297082883;1.825570943406
145584.40889611157;407;none;-129.00015823125;10;2;196.27665561563;83.439857549057;1.8415052382113
145650.44907557636;408;none;-131.6018297701;10;2;269.61067211573;106.47220786736;1.7685946875923
145725.61985892826;409;none;none;10;2;353.08372611604;132.68897211441;1.6856036471519
145800.89132128424;410;none;none;10;2;436.35195761696;159.00924865757;1.6026472833422
145968.19760837331;411;-131.1958221095;none;10;2;295.98265417487;287.81800568366;1.5681557920412
146208.27818159955;412;none;none;10;2;107.98548192176;72.495432309504;1.3327241231187
146368.70034465444;413;none;none;10;2;203.29968510327;19.498619611842;1.2874459980719
146654.29839717891;414;none;none;10;2;394.41917073708;190.04758100462;1.3759723627222
146861.36660296542;415;none;none;10;2;460.68381379284;324.48353982636;1.2722762908059
146957.257609219;416;none;none;10;2;359.81596624582;369.92833078146;1.3280055493415
147053.4528144522;417;none;none;10;2;258.62813148103;415.51728811439;1.383911600094
147118.72477544545;418;none;none;10;2;203.31677244702;424.97486989631;1.4110704267347
147314.68213308035;419;none;-131.41453808076;10;2;125.02072134737;148.51571147309;1.2450716736301
147670.57581018157;420;none;-126.85614154348;10;2;160.92378842167;121.59212305394;1.6152475451582
147773.74986101562;421;none;none;10;2;108.36754979159;46.787915394188;1.5273916242013
147824.03456880494;422;none;-130.1079662834;10;2;160.48876391309;88.718103942301;1.6583747341043
148059.79809792155;423;none;-132.01523032454;10;2;264.37034320195;90.81454894144;1.4679597333144
148242.31992175386;424;none;none;10;2;79.804447137837;33.183051304648;1.9223469645936
148367.23086871248;425;none;-126.65106753695;10;2;214.37313015685;100.41300086759;1.7720395474843
148485.95938033716;426;none;none;10;2;342.28137066866;164.31542129239;1.6291715574959
148555.87788368035;427;none;none;10;2;357.93061799005;220.55031375835;1.5076838168983
149017.64810760488;428;none;none;10;2;50.241227395043;200.77753251119;1.831033835021
149107.98308124369;429;none;none;10;2;37.872780534787;266.10531577088;1.8560672445804
149257.51138127654;430;none;none;10;2;103.70096193674;142.90617818231;1.6665827830205
149307.23293395828;431;none;none;10;2;126.52394974627;82.502915219368;1.5943758201672
149478.74741467861;432;none;-126.94509272613;10;2;243.27377712508;145.17411053118;1.338810438297
149895.75708393647;433;-132.38926630521;none;10;2;157.94201783881;260.45832876131;1.2810975155059
149966.21091708793;434;none;none;10;2;241.92267540076;357.92541401518;1.4282401954558
150046.00061878436;435;none;none;10;2;304.11524133538;431.36348275471;1.5636068953419
150166.38514306888;436;-132.3371658552;none;10;2;186.76032334621;305.13199378186;1.5671931769586
150218.84375816956;437;none;none;10;2;138.48672969275;240.61374404812;1.4988279614338
150281.3821640235;438;none;none;10;2;98.734924815748;154.0194270916;1.2237742920458
150342.14433622668;439;none;none;10;2;126.91330770468;219.92609662206;1.1385510977661
150395.87359304381;440;none;none;10;2;152.85766038033;277.05845165976;1.082217884033
150504.95151082888;441;none;none;10;2;229.7331882394;366.04932050545;1.4160562823998
150598.75225326744;442;none;none;10;2;248.76596020466;395.13425712505;1.5988159157115
150753.47551236909;443;none;none;10;2;79.11706737489;240.50182454953;1.4547541684249
150845.99775311964;444;none;none;10;2;57.656506902469;157.02766517622;1.3985717441787
151096.97642623055;445;-126.25784235365;-130.81314269809;10;2;236.52380447729;200.20058429074;1.7159990139165
151190.54294971261;446;-127.1800119888;-131.13644538012;10;2;204.21713915774;212.90061119329;1.2160210818565
151240.9936962769;447;none;-131.16965890301;10;2;273.30535218274;144.45579756922;1.7365834717087
151316.39579660767;448;-132.22178164531;none;10;2;301.02081830302;183.66434329285;1.7764130527152
151419.54381851408;449;-132.90873424143;none;10;2;303.61587748371;303.45976942923;1.4857648996345
151539.36897151196;450;none;none;10;2;298.21352974175;406.5044098217;1.1791116778824
151702.52132021627;451;-119.34319634069;none;10;2;244.38344411876;233.29525310076;1.1998863142939
151869.84701040021;452;none;none;10;2;351.39073872618;261.17710837187;1.9201538003307
151976.90367461123;453;-125.4650486201;-132.29511780895;10;2;251.66383601486;205.97479180129;1.9484047163892
152174.29600900482;454;none;none;10;2;107.54117791882;134.69527102482;1.9319330425368
152305.27007956509;455;none;-131.43322957727;10;2;274.26863088869;154.70215456867;1.5813427568256
152406.40557624205;456;none;none;10;2;400.53751639579;98.831294375844;1.3733284873496
152999.86419128073;457;none;-127.99968977538;10;2;150.04162484441;140.95917690416;1.5067492066822
153065.88786114351;458;-126.62303323463;none;10;2;198.81495363456;233.09004207069;1.3187438635245
153483.68762322223;459;none;-132.59065661123;10;2;113.96926200576;150.02124453933;1.4842951053452
153809.83688706045;460;none;none;10;2;94.707513838731;263.36858068758;1.7843831153733
154088.08018113414;461;none;none;10;2;235.00104529202;399.00852601275;1.6139508102938
154344.53216333481;462;none;none;10;2;458.22256611216;201.40510732885;1.3550507765062
154415.63030982203;463;none;none;10;2;424.80058670789;203.47473558984;1.2699230044331
154549.04754965394;464;-127.05479694156;none;10;2;281.27230709208;255.56391108164;1.0988585976373
154658.40032213826;465;none;none;10;2;148.81473834432;241.23701428058;1.5120773958316
155146.11895852058;466;none;none;10;2;328.01262703738;311.87014173892;1.3920789664899
155280.64862017956;467;none;none;10;2;309.83605247977;156.54999175393;1.5315985912161
155411.10158074706;468;-132.04205132124;-123.50562128221;10;2;210.86433454429;164.16546487196;1.3571721972102
155545.50225297397;469;none;none;10;2;221.58897460041;340.17062343659;1.1055397456748
155604.93436321354;470;none;none;10;2;156.35056777915;343.55999745103;1.3308041822534
155663.27057654291;471;none;none;10;2;92.315122928678;346.88687318811;1.5519148608882
155913.58382516362;472;none;none;10;2;361.39365106068;338.03043499426;1.8472825870676
156003.52719162454;473;none;none;10;2;377.45756391342;387.13709399414;1.7682412202401
156286.32025288167;474;none;none;10;2;334.22769254752;218.87786153914;1.1872205763839
156507.67436844665;475;-131.19914029781;none;10;2;311.15399905288;258.67779676428;1.2161274093774
156558.53837215216;476;-123.66581075534;none;10;2;264.60100951595;228.63155729233;1.2117245654591
156712.09057177776;477;none;-131.47246141273;10;2;124.06323384402;137.9256390538;1.1984329187343
156877.35479236448;478;-124.40081103919;none;10;2;259.10740545187;263.563468398;1.0449315494183
157039.86940274189;479;none;none;10;2;314.40112253641;310.66119593752;1.6452252087363
157101.96677827031;480;none;none;10;2;355.25324876901;404.6109693114;1.91254469075
157272.49013150703;481;none;none;10;2;119.05462478348;431.37451704885;1.2319417281667
157399.38008936269;482;none;none;10;2;179.99117084143;387.69997655164;1.0525132926443
157768.48283774768;483;none;none;10;2;62.115267806422;189.10755213624;1.5660574211088
157847.68610877356;484;none;-118.43213875536;10;2;199.02404982026;139.37493648737;1.5613255706591
157949.47792520945;485;none;none;10;2;382.0726215553;73.542785359739;1.5563153140453
158026.30410438642;486;none;none;10;2;367.70851919861;98.880876215754;1.6502003553405
158205.69173226532;487;-122.77946174437;none;10;2;217.42042581542;232.72211532554;1.8099350898639
158392.60307747975;488;none;none;10;2;194.75286914709;388.3659939008;1.8354519428784
158465.40584169992;489;none;none;10;2;165.43363930029;415.9342096754;1.9266087876009
158792.07959086722;490;none;none;10;2;364.12030678539;89.951336264237;1.8387934369992
158855.11542628009;491;none;none;10;2;353.51592625395;211.95646491946;1.6455891457001
158909.28379437739;492;none;none;10;2;344.40330032763;316.79871338763;1.4795635651629
158963.70239579793;493;none;none;10;2;335.2485781974;422.12528555192;1.3127710216505
159332.86812613263;494;none;none;10;2;468.66711185559;93.954108582359;1.2059616070871
159464.2590518713;495;none;none;10;2;398.27736836295;254.27312887718;1.3139265153434
159562.12585973548;496;none;none;10;2;275.51610810816;341.11812322923;1.6827052409723
159702.1753468731;497;none;none;10;2;397.55865693617;359.62558731726;1.254689234638
159775.57722632314;498;-132.50652737051;none;10;2;263.63742744921;322.47298068673;1.5809699056915
159935.26491229126;499;none;none;10;2;254.8877353569;425.19218050958;1.3155807323052
160080.4593258578;500;none;none;10;2;431.49930096197;343.05812398954;1.6653137968962
160223.05875007437;501;none;none;10;2;365.03612935662;179.2220661467;1.3304719904797
160536.75031064508;502;none;none;10;2;95.839630511114;413.94948969131;1.6238592863764
160634.42872226434;503;none;none;10;2;217.33869901752;348.43931203811;1.7971838388678
160785.60099702126;504;none;none;10;2;381.1033528858;111.50753621055;1.1910992279679
161036.45093244426;505;none;none;10;2;123.80291370634;299.98874891514;1.3671539799883
161373.10299273206;506;none;none;10;2;402.64421061233;398.07486411133;1.2236246209019
161505.52994701329;507;none;none;10;2;390.60948096059;325.09161018293;1.2762886417075
161669.09026420083;508;-129.20894257001;-130.32620696587;10;2;250.54244213861;182.98936361553;1.3213463363654
161734.09895416231;509;none;-120.64017124205;10;2;194.8713915001;126.50939922822;1.3392549694175
161799.3061848042;510;none;-131.78169558738;10;2;143.03463249262;85.535612387009;1.3787039269107
161882.93395365245;511;none;none;10;2;131.16416416446;246.80858066072;1.7223122059178
161983.18851802576;512;none;-124.8033040295;10;2;231.86529139175;133.87857998659;1.3983259241131
162100.47041572254;513;none;none;10;2;304.0411254906;92.55297668991;1.2397263398034
162190.90715255448;514;-131.143495274;none;10;2;295.66034148419;192.55162300091;1.4371399755311
162332.27156994052;515;none;none;10;2;419.42010228938;221.09213725632;1.8714213967289
162500.28000970146;516;-131.51554818528;none;10;2;200.27832592941;305.34185116647;1.6826082629754
162582.87748870071;517;none;none;10;2;55.940462304003;334.23585670813;1.6431021339003
162635.41698665666;518;none;none;10;2;29.770014998024;346.91714758183;1.6064105380302
162786.25817001381;519;none;none;10;2;198.55837448985;362.15173901075;1.4581039874037
162957.11002799998;520;none;none;10;2;389.73829090127;379.40735974617;1.2901230079252
163013.12884091563;521;none;none;10;2;446.16076144278;376.62250304219;1.2447152160619
163132.9629991434;522;none;none;10;2;403.66283485723;150.62217743397;1.3996052510733
163242.72350978517;523;none;none;10;2;415.36854503425;183.17908488049;1.40113003134
163467.57460766358;524;none;none;10;2;421.59850704339;349.69338799253;1.5544493481201
163605.14998108832;525;none;none;10;2;433.05084973548;444.70035966442;1.7069045022776
163857.28807498607;526;-129.68304995631;none;10;2;215.28544728625;296.28998568104;1.5200021751623
164099.41636360414;527;none;none;10;2;379.08249221718;402.10516582357;1.4556245422557
164230.66986267164;528;-126.63242804044;-130.2574058747;10;2;224.94522292838;200.93382608337;1.439543085194
164300.01683222696;529;none;-131.06277686947;10;2;143.50775576256;94.646200446867;1.4310465474164
164409.59017580491;530;none;none;10;2;89.625586596464;121.21579518211;1.5894831631586
164483.26511883592;531;none;none;10;2;111.31158612114;219.96265481435;1.7299246232418
164548.27789911453;532;-127.95748177229;-131.37115096472;10;2;196.92608241724;215.10956918672;1.6299384590892
164905.39609310238;533;none;none;10;2;313.8455018852;374.18466343341;1.1637083810569
165014.91182953611;534;none;none;10;2;265.06306743077;408.07641488629;1.1676604741588
165138.82063025919;535;none;none;10;2;324.74085464864;173.11600623661;1.6007485776041
165339.93916095023;536;none;none;10;2;232.73027739723;332.00295228188;1.5343488150823
165472.9161662081;537;-127.76120273685;none;10;2;263.25255651625;282.39706002476;1.1701048890102
165523.91636218262;538;-124.72110586904;none;10;2;245.16065717489;271.60323719251;1.3381165022383
165684.55465584086;539;none;none;10;2;329.84974549086;185.74330089217;1.4286400763559
165755.39221134519;540;none;none;10;2;407.14347890509;120.60219650449;1.2958269467518
165897.32242009149;541;none;none;10;2;369.51179421155;15.249555675394;1.8808261215041
166044.74396059235;542;none;none;10;2;304.65059477373;162.88524339495;1.8116741648076
166356.38126994452;543;none;none;10;2;341.8166890922;227.98103566004;1.7468978497257
166466.56349302343;544;none;none;10;2;416.47936863319;215.9369059767;1.7168072527235
166582.07023666888;545;none;none;10;2;430.08105362236;357.21431222947;1.6121570614183
166770.97550230931;546;none;none;10;2;223.36319282962;393.81996213935;1.8860166862925
166860.17609911326;547;none;none;10;2;97.781923249237;396.31625204363;1.8745655423979
167193.01910475748;548;none;none;10;2;277.19420541577;90.011038890858;1.2554723865185
167263.56268096167;549;none;none;10;2;207.56627516411;25.941382124418;1.3997470714349
167418.34920004104;550;none;-131.92437336015;10;2;263.45876898717;91.151633889653;1.146049856392
167557.53689845785;551;-128.7830840878;none;10;2;243.65611687246;294.85292660325;1.1798565230945
167901.28778755876;552;none;none;10;2;152.05974347101;270.23531005128;1.5277902978409
168035.42140660766;553;-125.39310813423;none;10;2;273.64509072392;229.27538205239;1.3715868668651
168257.91073355361;554;none;none;10;2;89.395497813075;91.844689578335;1.9196410361973
168356.68782637848;555;-125.760402422;-131.16757071306;10;2;238.43086933026;202.60447322603;1.8842003381943
168449.06007566824;556;none;none;10;2;378.97360684431;307.0538467767;1.8496435343943
168644.41250771671;557;none;none;10;2;264.58339824592;330.30589031438;1.3474651666208
168800.56081017173;558;-130.52803213292;none;10;2;300.77849201093;270.40219366238;1.2828389034255
169210.83644022797;559;none;none;10;2;136.61135981273;308.725807221;1.4607752753224
169322.03345588271;560;-119.79939922308;none;10;2;231.40573105572;233.45350670722;1.4183168393743
169384.22269906086;561;-130.26318298221;none;10;2;284.42145427849;191.3559074716;1.3945710762116
169471.58627247021;562;none;none;10;2;297.25998477243;104.62544521863;1.5448931748909
169529.86711878844;563;none;none;10;2;250.18634614994;21.861011090017;1.810975143357
169819.69011019541;564;-130.84809549098;none;10;2;170.29635551459;228.63520626398;1.405334371095
169978.54817804556;565;none;none;10;2;259.17490807895;417.78040747103;1.8198959925262
170149.82342564006;566;none;none;10;2;248.32062138804;474.13808715654;1.5247914638741
170282.78953385783;567;none;none;10;2;264.90610471134;335.34802250366;1.2244482245961
170532.13782242771;568;none;none;10;2;353.64619583743;313.04318960501;1.7337691047594
170640.7078054083;569;-123.34351234283;none;10;2;265.41633961666;246.35136060382;1.9382627234249
170770.8646485887;570;none;none;10;2;342.46862185518;136.22206324531;1.8752955177312
170835.63716232176;571;none;none;10;2;402.82856257163;99.46174340048;1.8419515320445
170978.46199317696;572;none;none;10;2;346.66511520574;163.10978172312;1.7362400252467
171175.40947558741;573;-132.24370384181;none;10;2;193.33140986929;308.89975307538;1.5775635343029
171236.86387621723;574;none;none;10;2;145.48601046398;354.39124754708;1.5280510016945
171473.87633890825;575;none;none;10;2;25.589510780951;375.68609170635;1.4342411646516
171537.18369591578;576;none;none;10;2;30.378342483542;293.56676490432;1.4645195431563
171807.93686297697;577;none;none;10;2;106.89403301946;94.108460576268;1.6119929049019
172098.49033386999;578;none;none;10;2;334.97889007392;275.38020476085;1.8170864185115
172224.00588999121;579;none;none;10;2;386.01903169909;331.8879701172;1.8833079492092
172460.60049281511;580;-123.36699150432;none;10;2;214.53141579327;235.25696967767;1.3804227523293
172572.39745155107;581;none;none;10;2;112.12304257989;359.17096130407;1.6019078258726
172798.78414338281;582;none;none;10;2;219.35319611153;439.70006411597;1.5102507861908